id,name,title,cost,inkwell,attack,defence,color,type,action,flavour,separator,stars,illustrator,card_set_id,language,number,pack,rarity,image,blurhash,franchise_id,final,spoiler,created_at,updated_at,traits,prices,franchise,languages
129,Maleficent,Uninvited,5,1,3,6,2,glimmer,,She had no invitation−and needed no introduction.,pen,3,Gaku Kumatori,2,EN,151,204,rare,https://images.lorcania.com/cards/tfc/151_en_maleficent-716.webp,,5,1,0,2023-07-17T07:14:29.000000Z,2023-07-17T07:14:29.000000Z,"['Dreamborn', 'Sorcerer', 'Villain']",0.8,"{'id': 5, 'name': 'Sleeping Beauty', 'slug': 'sleeping-beauty', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FSleeping_Beauty.png'}","{'EN': {'card_id': 129, 'language': 'EN', 'name': 'Maleficent', 'title': 'Uninvited', 'action': None, 'flavour': 'She had no invitation−and needed no introduction.', 'image': 'https://images.lorcania.com/cards/tfc/151_en_maleficent-716.webp'}, 'DE': {'card_id': 129, 'language': 'DE', 'name': 'Malefiz', 'title': 'Nicht eingeladen', 'action': None, 'flavour': 'Sie hatte keine Einladung und brauchte keine Vorstellung.', 'image': 'https://images.lorcania.com/cards/tfc/151_de_maleficent-716.webp'}, 'FR': {'card_id': 129, 'language': 'FR', 'name': 'Maléfique', 'title': 'Indésirable', 'action': None, 'flavour': ""Elle n'avait pas été invitée...et n'avait nullement besoin qu'on l'annonce."", 'image': 'https://images.lorcania.com/cards/tfc/151_fr_maleficent-716.webp'}}"
130,Musketeer Tabard,,4,0,,,6,item,"<mark>ALL FOR ONE AND ONE FOR ALL</mark> Whenever one of your characters with <b>Bodyguard</b> is banished, you may draw a card.",There's no such thing as a lone musketeer.,pen,0,Dav Augereau / Guykua Ruva,2,EN,203,204,rare,https://images.lorcania.com/cards/tfc/203_en_musketeer_tabard-716.webp,,1,1,0,2023-07-17T07:18:37.000000Z,2023-07-17T07:18:37.000000Z,['Item'],1.99,"{'id': 1, 'name': 'Micky Mouse and Friends', 'slug': 'micky-mouse-and-friends', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FMickey_Mouse_and_Friends.png'}","{'EN': {'card_id': 130, 'language': 'EN', 'name': 'Musketeer Tabard', 'title': None, 'action': '<mark>ALL FOR ONE AND ONE FOR ALL</mark> Whenever one of your characters with <b>Bodyguard</b> is banished, you may draw a card.', 'flavour': ""There's no such thing as a lone musketeer."", 'image': 'https://images.lorcania.com/cards/tfc/203_en_musketeer_tabard-716.webp'}, 'DE': {'card_id': 130, 'language': 'DE', 'name': 'Wappenrock der Musketiere', 'title': None, 'action': '<mark>ALLE FÜR EINEN UND EINER FÜR ALLE</mark> Jedes Mal, wenn einer deiner Charaktere mit <b>Beschützen</b> verbannt wird, darfst du 1 Karte ziehen.', 'flavour': 'So etwas wie einen einsamen Musketier gibt es nicht.', 'image': 'https://images.lorcania.com/cards/tfc/203_de_musketeer_tabard-716.webp'}, 'FR': {'card_id': 130, 'language': 'FR', 'name': 'Tabard de Mousquetaire', 'title': None, 'action': ""<mark>UN POUR TOUS, TOUS POUR UN</mark> Chaque fois qu'un de vos personnages avec <b>Rempart</b> est banni, vous pouvez piocher une carte."", 'flavour': '""Rien de tel qu\'un mousquetaire solitaire.""', 'image': 'https://images.lorcania.com/cards/tfc/203_fr_musketeer_tabard-716.webp'}}"
131,Duke Of Weselton,Opportunistic Official,1,1,2,2,3,glimmer,,“Sorcery! I knew there was something dubious going on here.”,book,1,R. La Barbera / L. Giammichele,2,EN,73,204,common,https://images.lorcania.com/cards/tfc/73_en_duke_of_weselton-716.webp,,3,1,0,2023-07-17T17:48:36.000000Z,2023-07-17T17:48:36.000000Z,"['Storyborn', 'Villain']",0.25,"{'id': 3, 'name': 'Frozen', 'slug': 'frozen', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FFrozen.png'}","{'EN': {'card_id': 131, 'language': 'EN', 'name': 'Duke Of Weselton', 'title': 'Opportunistic Official', 'action': None, 'flavour': '“Sorcery! I knew there was something dubious going on here.”', 'image': 'https://images.lorcania.com/cards/tfc/73_en_duke_of_weselton-716.webp'}, 'DE': {'card_id': 131, 'language': 'DE', 'name': 'Herzog von Pitzbühl', 'title': 'Oppurtunistischer Funktionär', 'action': None, 'flavour': ""„Hexerei! Hab ich's doch gewusst. In diesem Land hier stimmt etwas nicht.“"", 'image': 'https://images.lorcania.com/cards/tfc/73_de_duke_of_weselton-716.webp'}, 'FR': {'card_id': 131, 'language': 'FR', 'name': 'Duc De Weselton', 'title': 'Officier opportuniste', 'action': None, 'flavour': '""Sorcellerie ! Je savais qu\'il se passait des choses douteuses ici.""', 'image': 'https://images.lorcania.com/cards/tfc/73_fr_duke_of_weselton-716.webp'}}"
132,Minnie Mouse,Always Classy,1,1,1,3,1,glimmer,,Her fashion sense is always spot on.,pen,1,Kenneth Anderson,2,EN,116,204,common,https://images.lorcania.com/cards/tfc/116_en_minnie_mouse-716.webp,,1,1,0,2023-07-17T19:06:36.000000Z,2023-07-17T19:06:36.000000Z,"['Hero', 'Storyborn']",0.3,"{'id': 1, 'name': 'Micky Mouse and Friends', 'slug': 'micky-mouse-and-friends', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FMickey_Mouse_and_Friends.png'}","{'EN': {'card_id': 132, 'language': 'EN', 'name': 'Minnie Mouse', 'title': 'Always Classy', 'action': None, 'flavour': 'Her fashion sense is always spot on.', 'image': 'https://images.lorcania.com/cards/tfc/116_en_minnie_mouse-716.webp'}, 'DE': {'card_id': 132, 'language': 'DE', 'name': 'Minnie Maus', 'title': 'Stets stilvoll', 'action': None, 'flavour': 'Ihr Gespür für Mode lässt jedes Kleid im richtigen Licht erscheinen.', 'image': 'https://images.lorcania.com/cards/tfc/116_de_minnie_mouse-716.webp'}, 'FR': {'card_id': 132, 'language': 'FR', 'name': 'Minnie Mouse', 'title': 'Toujours élégante', 'action': None, 'flavour': 'Personne ne fait le pods, face à son sens de la mode.', 'image': 'https://images.lorcania.com/cards/tfc/116_fr_minnie_mouse-716.webp'}}"
133,Scepter Of Arendelle,,1,1,,,2,item,"<mark>COMMAND</mark> ↷ − Chosen character gains <b>Support</b> this turn. <i>(Whenever they quest, you may add their ※ to another chosen character's ※ this turn.)</i>",,book,0,Grace Tran,2,EN,170,204,uncommon,https://images.lorcania.com/cards/tfc/170_en_scepter_of_arendelle-716.webp,,3,1,0,2023-07-18T15:54:30.000000Z,2023-07-18T15:54:30.000000Z,['Item'],0.5,"{'id': 3, 'name': 'Frozen', 'slug': 'frozen', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FFrozen.png'}","{'EN': {'card_id': 133, 'language': 'EN', 'name': 'Scepter Of Arendelle', 'title': None, 'action': ""<mark>COMMAND</mark> ↷ − Chosen character gains <b>Support</b> this turn. <i>(Whenever they quest, you may add their ※ to another chosen character's ※ this turn.)</i>"", 'flavour': None, 'image': 'https://images.lorcania.com/cards/tfc/170_en_scepter_of_arendelle-716.webp'}, 'DE': {'card_id': 133, 'language': 'DE', 'name': 'Zepter von Arendelle', 'title': None, 'action': '<mark>BEFEHL</mark> ↷ − Ein Charakter deiner Wahl erhält in diesem Zug <b>Unterstützen</b>. <i>(Jedes Mal, wenn der Charakter erkundet, darfst du seine ※ in diesem Zug zur ※ eines anderen Charakters deiner Wahl addieren.)</i>', 'flavour': None, 'image': 'https://images.lorcania.com/cards/tfc/170_de_scepter_of_arendelle-716.webp'}, 'FR': {'card_id': 133, 'language': 'FR', 'name': ""Sceptre d'Arendelle"", 'title': None, 'action': ""<mark>COMMANDEMENT</mark> ↷ − choisissez un personnage, il gagne <b>Soutien</b>pour le reste de ce tour. <i>(Lorsque ce personnage est envoyé à l'aventure, vous pouvez ajouter sa ※ à celle d'un autre personnage au choix pour le reste de ce tour.)</i>"", 'flavour': None, 'image': 'https://images.lorcania.com/cards/tfc/170_fr_scepter_of_arendelle-716.webp'}}"
134,Hans,Scheming Prince,4,1,3,3,3,glimmer,,“Rules are like older siblings. All they do is get in the way.”,pen,3,Massimiliano Narciso,2,EN,78,204,rare,https://images.lorcania.com/cards/tfc/78_en_hans-716.webp,,3,1,0,2023-07-18T17:40:19.000000Z,2023-07-18T17:40:19.000000Z,"['Villain', 'Storyborn', 'Prince']",6.75,"{'id': 3, 'name': 'Frozen', 'slug': 'frozen', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FFrozen.png'}","{'EN': {'card_id': 134, 'language': 'EN', 'name': 'Hans', 'title': 'Scheming Prince', 'action': None, 'flavour': '“Rules are like older siblings. All they do is get in the way.”', 'image': 'https://images.lorcania.com/cards/tfc/78_en_hans-716.webp'}, 'DE': {'card_id': 134, 'language': 'DE', 'name': 'Hans', 'title': 'Hinterhältiger Prinz', 'action': None, 'flavour': '„Regeln sind wie ältere Geschwister. Sie sind nur im Weg.“', 'image': 'https://images.lorcania.com/cards/tfc/78_de_hans-716.webp'}, 'FR': {'card_id': 134, 'language': 'FR', 'name': 'Hans', 'title': 'Prince Intrigant', 'action': None, 'flavour': ""Les règles sont comme de vieux frères et sœurs. Tout ce qu'ils font, c'est se mettre en travers de votre chemin."", 'image': 'https://images.lorcania.com/cards/tfc/78_fr_hans-716.webp'}}"
135,Stampede,,1,0,,,3,action,Deal 2 damage to chosen damaged character.,A wildebeest stampede is like a raging river: best experienced from a distance.,pen,0,Matt Chapman,2,EN,96,204,common,https://images.lorcania.com/cards/tfc/96_en_stampede-716.webp,,12,1,0,2023-07-18T20:08:04.000000Z,2023-07-18T20:08:04.000000Z,['Action'],0.2,"{'id': 12, 'name': 'The Lion King', 'slug': 'the-lion-king', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FLion_King.png'}","{'EN': {'card_id': 135, 'language': 'EN', 'name': 'Stampede', 'title': None, 'action': 'Deal 2 damage to chosen damaged character.', 'flavour': 'A wildebeest stampede is like a raging river: best experienced from a distance.', 'image': 'https://images.lorcania.com/cards/tfc/96_en_stampede-716.webp'}, 'DE': {'card_id': 135, 'language': 'DE', 'name': 'Stampede', 'title': None, 'action': 'Füge einem beschädigten Charakter deiner Wahl  Schaden zu.', 'flavour': 'Gnu-Herden sind wie tobende Flüsse: Am besten erlebt man sie aus der Ferne.', 'image': 'https://images.lorcania.com/cards/tfc/96_de_stampede-716.webp'}, 'FR': {'card_id': 135, 'language': 'FR', 'name': 'Ruée', 'title': None, 'action': 'Choisissez un personnage ayant au moins un jeton Dommage et infligez-lui 2 dommages supplémentaires.', 'flavour': ""Une ruée d'animaux suvages est comme une rivière en furie : il vaut mieux l'observer de loin."", 'image': 'https://images.lorcania.com/cards/tfc/96_fr_stampede-716.webp'}}"
136,Marshmallow,Persistent Guardian,6,0,5,5,5,glimmer,"<mark>DURABLE</mark> When this character is banished in a challenge, you may return this card to your hand.","“Hey! We were just talking about you! All good things, all good things.” −Olaf",book,1,Kendall Hale,2,EN,50,204,super_rare,https://images.lorcania.com/cards/tfc/50_en_marshmallow-716.webp,,3,1,0,2023-07-19T17:28:15.000000Z,2023-07-19T17:28:15.000000Z,"['Ally', 'Storyborn']",0.99,"{'id': 3, 'name': 'Frozen', 'slug': 'frozen', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FFrozen.png'}","{'EN': {'card_id': 136, 'language': 'EN', 'name': 'Marshmallow', 'title': 'Persistent Guardian', 'action': '<mark>DURABLE</mark> When this character is banished in a challenge, you may return this card to your hand.', 'flavour': '“Hey! We were just talking about you! All good things, all good things.” −Olaf', 'image': 'https://images.lorcania.com/cards/tfc/50_en_marshmallow-716.webp'}, 'DE': {'card_id': 136, 'language': 'DE', 'name': 'Marshmallow', 'title': 'Hartnäckiger Hüter', 'action': '<mark>LANGLEBIG</mark> Wenn dieser Charakter durch eine Herausforderung verbannt wird, darfst du diese Karte zurück auf deine Hand nehmen.', 'flavour': '„Hey! Wir haben gerade über dich gesprochen. Natürlich nur Gutes, nur Gutes.“ - Olaf', 'image': 'https://images.lorcania.com/cards/tfc/50_de_marshmallow-716.webp'}, 'FR': {'card_id': 136, 'language': 'FR', 'name': 'Guimauve', 'title': 'Gardien tenace', 'action': '<mark>NEIGE ÉTERNELLE </mark> Lorsque ce personnage est banni via un défi, vous pouvez reprendre cette carte en main.', 'flavour': '“Ah, on parlait de toi, justement... On disait que du bien, que du bien.” −Olaf', 'image': 'https://images.lorcania.com/cards/tfc/50_fr_marshmallow-716.webp'}}"
137,Vicious Betrayal,,1,1,,,3,action,"Chosen character gets +2 ※ this turn. If a Villain character is chosen, they get +3 ※ instead.",“A true king takes matters into his own claws.” −Scar,pen,0,Michaela Martin,2,EN,100,204,common,https://images.lorcania.com/cards/tfc/100_en_vicious_betrayal-716.webp,,12,1,0,2023-07-20T06:47:50.000000Z,2023-07-20T06:47:50.000000Z,['Action'],0.25,"{'id': 12, 'name': 'The Lion King', 'slug': 'the-lion-king', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FLion_King.png'}","{'EN': {'card_id': 137, 'language': 'EN', 'name': 'Vicious Betrayal', 'title': None, 'action': 'Chosen character gets +2 ※ this turn. If a Villain character is chosen, they get +3 ※ instead.', 'flavour': '“A true king takes matters into his own claws.” −Scar', 'image': 'https://images.lorcania.com/cards/tfc/100_en_vicious_betrayal-716.webp'}, 'DE': {'card_id': 137, 'language': 'DE', 'name': 'Grauenhafter Verrat', 'title': None, 'action': 'Gib einem Charakter deiner Wahl in diesem Zug +2 ※. Wählst du eine Schurkin oder einen Schurken, dann gib dem Charakter stattdessen +3 ※.', 'flavour': '„Ein wahrer König nimmt die Dinge selbst in die Hand.“ - Scar', 'image': 'https://images.lorcania.com/cards/tfc/100_de_vicious_betrayal-716.webp'}, 'FR': {'card_id': 137, 'language': 'FR', 'name': 'Trahison Brutale', 'title': None, 'action': ""Choisissez un personnage, il gagne +2 ※ pour le reste de ce tour. S'il s'agit d'un personnage Méchant, il gagne +3 ※ à la place."", 'flavour': '""Un véritable roi doit apposer sa griffe."" - Scar', 'image': 'https://images.lorcania.com/cards/tfc/100_fr_vicious_betrayal-716.webp'}}"
138,Be Prepared,,7,0,,,1,song,"<i>(A character with cost 7 or more can ↷ to sing thissong for free.)</i><br />Banish all characters.",Out teeth and ambitions are bared!,clef,0,Jared Nickerl,2,EN,128,204,rare,https://images.lorcania.com/cards/tfc/128_en_be_prepared-716.webp,,12,1,0,2023-07-20T13:09:58.000000Z,2023-07-20T13:09:58.000000Z,"['Action', 'Song']",17.72,"{'id': 12, 'name': 'The Lion King', 'slug': 'the-lion-king', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FLion_King.png'}","{'EN': {'card_id': 138, 'language': 'EN', 'name': 'Be Prepared', 'title': None, 'action': '<i>(A character with cost 7 or more can ↷ to sing this\nsong for free.)</i><br />Banish all characters.', 'flavour': 'Out teeth and ambitions are bared!', 'image': 'https://images.lorcania.com/cards/tfc/128_en_be_prepared-716.webp'}, 'DE': {'card_id': 138, 'language': 'DE', 'name': 'Seid Bereit!', 'title': None, 'action': '<i>(Du kannst einen Charakter, der 7 oder mehr kostet, ↷, damit er dieses Lied kostenlos singt.)</i>\n<br />Verbanne alle Charaktere.', 'flavour': 'Uns`re Zähne sind blank wie sein Neid!', 'image': 'https://images.lorcania.com/cards/tfc/128_de_be_prepared-716.webp'}, 'FR': {'card_id': 138, 'language': 'FR', 'name': 'Soyez Prêtes !', 'title': None, 'action': '<i>(Vous pouvez ↷ un personnage coûtant 7 ou plus\npour chanter cette chanson gratuitement.)</i><br />Bannissez tous les personnages.', 'flavour': 'Votre roi nous invite à la fête !', 'image': 'https://images.lorcania.com/cards/tfc/128_fr_be_prepared-716.webp'}}"
139,A Whole New World,,5,0,,,6,song,"<i>(A character with cost 5 or more can ↷ to sing thissong for free.)</i><br />Each player discards their hand and draws 7 cards.","Shining, shimmering, splendid . . .",clef,0,Koni,2,EN,195,204,super_rare,https://images.lorcania.com/cards/tfc/195_en_a_whole_new_world-716.webp,,10,1,0,2023-07-20T13:11:52.000000Z,2023-07-20T13:11:52.000000Z,"['Action', 'Song']",19.99,"{'id': 10, 'name': 'Aladdin', 'slug': 'aladdin', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FAladdin.png'}","{'EN': {'card_id': 139, 'language': 'EN', 'name': 'A Whole New World', 'title': None, 'action': '<i>(A character with cost 5 or more can ↷ to sing this\nsong for free.)</i><br />Each player discards their hand and draws 7 cards.', 'flavour': 'Shining, shimmering, splendid . . .', 'image': 'https://images.lorcania.com/cards/tfc/195_en_a_whole_new_world-716.webp'}, 'DE': {'card_id': 139, 'language': 'DE', 'name': 'Ein Traum Wird Wahr', 'title': None, 'action': '(Du kannst einen Charakter, der 5 oder mehr kostet, ↷, damit er dieses Lied kostenlos singt.)\n\nAlle Mitspielenden werfen die Karten aus ihrer Hand ab und ziehen je 7 Karten.', 'flavour': 'Flieg mit mir um die Welt...', 'image': 'https://images.lorcania.com/cards/tfc/195_de_a_whole_new_world-716.webp'}, 'FR': {'card_id': 139, 'language': 'FR', 'name': 'Ce Rêve Bleu', 'title': None, 'action': '<i>(Vous pouvez ↷  un personnage coûtant 5 ou plus pour chanter cette chanson gratuitement.)</i><br /> Chaque joueur défausse sa main et pioche 7 cartes.', 'flavour': 'Mille et une splendeurs...', 'image': 'https://images.lorcania.com/cards/tfc/195_fr_a_whole_new_world-716.webp'}}"
140,Mother Knows Best,,3,0,,,3,song,"<i>(A character with cost 3 or more can ↷ to sing thissong for free.)</i><br />Return chosen character to their player's hand.","One way or another Something will go wrong, I swear",clef,0,R. La Barbera / L. Giammichele,2,EN,95,204,uncommon,https://images.lorcania.com/cards/tfc/95_en_mother_knows_best-716.webp,,13,1,0,2023-07-20T13:13:26.000000Z,2023-07-20T13:13:26.000000Z,"['Action', 'Song']",0.25,"{'id': 13, 'name': 'Tangled', 'slug': 'tangled', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FTangled.png'}","{'EN': {'card_id': 140, 'language': 'EN', 'name': 'Mother Knows Best', 'title': None, 'action': ""<i>(A character with cost 3 or more can ↷ to sing this\nsong for free.)</i><br />Return chosen character to their player's hand."", 'flavour': 'One way or another \nSomething will go wrong, I swear', 'image': 'https://images.lorcania.com/cards/tfc/95_en_mother_knows_best-716.webp'}, 'DE': {'card_id': 140, 'language': 'DE', 'name': 'Mutter weiß mehr', 'title': None, 'action': '<i>(Du kannst einen Charakter, der 3 oder mehr kostet, ↷, damit er dieses Lied kostenlos singt.)</i><br />Schicke einen Charakter deiner Wahl auf die zugehörige Hand zurück.', 'flavour': 'Mach kein Drama, bleib bei Mama.', 'image': 'https://images.lorcania.com/cards/tfc/95_de_mother_knows_best-716.webp'}, 'FR': {'card_id': 140, 'language': 'FR', 'name': ""N'écoute que moi"", 'title': None, 'action': '<i>(Vous pouvez ↷ une carte personnage coûtant 3 ou plus pour chanter cette chanson gratuitement.)</i><br />Renvoyez une carte personnage de sa défausse dans la main de son propriétaire.', 'flavour': 'De toutes les manières, partout le mal guette sur Terre.', 'image': 'https://images.lorcania.com/cards/tfc/95_fr_mother_knows_best-716.webp'}}"
